Title,Autor,Year
Eye-tracking verification of the strategy used to analyse algorithms expressed in a flowchart and pseudocode,"Magdalena Andrzejewska, Anna Stolińska, Władysław Błasiak, Paweł Pęczkowski, Roman Rosiek, Bożena Rożek, Mirosława Sajka and Dariusz Wcisło",2016
"Comprehension of narratives, non-fiction, and complex syntax as predictors of science achievement",Courtney Karasinski,2016
Searching for a common ground – A literature review of empirical research on scientific inquiry activities,"Silke Rönnebeck, Sascha Bernholt and Mathias Ropohl",2016
Game-based Learning and 21st century skills: A review of recent research,Meihua Qian and Karen R. Clark,2016
Measuring Science Instructional Practice: A Survey Tool for the Age of NGSS,"Kathryn N. Hayes, Christine S. Lee, Rachelle DiStefano, Dawn O’Connor and Jeffery C. Seitz",2016
Student Participation and Achievement in a Large Lecture Course With Game-Based Learning,Larysa Nadolny and Andrea Halabi,2016
"Science curiosity in learning environments: developing an attitudinal scale for research in schools, homes, museums, and the community",Jennifer L. Weible and Heather Toomey Zimmerman,2016
Supporting Design Dialogue through a Communication Framework Using Four Layers of Abstraction,Spyros Bofylatos and Thomas Spyrou,2016
Resurrecting the master builder: A pedagogical strategy for robotic construction,Kevin Sweet,2016
Assessing collaborative computing: development of the Collaborative-Computing Observation Instrument (C-COI),"Maya Israel, Quentin M. Wherfel, Saadeddine Shehab, Evan A. Ramos, Adam Metzger and George C. Reese",2016
"Mindful makers: Question prompts to help guide young peoples' critical technical practices in maker spaces in libraries, museums, and community-based youth organizations",Leanne Bowler and Ryan Champagne,2016
The search for global competence: From international HR to talent management,Wayne F. Cascio and John W. Boudreau,2016
Design and implementation of a remote lab for teaching programming and robotics,João Paulo Cardoso {de Lima} and Lucas Mellos Carlos and José Pedro {Schardosim Simão} and Josiel Pereira and Paulo Manoel Mafra and Juarez Bento {da Silva},2016
Expanding computer science education in schools: understanding teacher experiences and challenges,"Aman Yadav, Sarah Gretter, Susanne Hambrusch and Phil Sands",2016
"Exploring students' computational practice, design and performance of problem-solving through a visual programming environment",Po-Yao Chao,2016
Modeling Collaboration for Learning,"Lauren Causey, Shannon McManimon and Emily Poster",2016
Teaching and learning about science practices: insights and challenges in professional development,Ahmad Qablan,2016
Science Education: From Separation to Integration,Marcia C. Linn and Libby Gerard and Camillia Matuk and Kevin W. McElhaney,2016
Technology as Inquiry Teaching Partner,"Libby Gerard, Camillia Matuk and Marcia C. Linn",2016
Preservice Teachers’ Introduction to Computing: Exploring Utilization of Scratch,Ibrahim Cetin,2016
Promoting cognitive and social aspects of inquiry through classroom discourse,"Hui Jin, Xin Wei, Peiran Duan, Yuying Guo and Wenxia Wang",2016
"Learning to teach data journalism: Innovation, influence and constraints",Jonathan Hewett,2016
"Number sense and the calculating child: Measure, multiplicity and mathematical monsters",Elizabeth de Freitas,2016
Learners’ and Educators’ Perspectives on the Value of Web Design in the South African Grade 11 Computer Applications Technology Curriculum,Colin Pilkington and Ian Sanders,2016
Essential Aspects of Science Teacher Professional Development: Making Research Participation Instructionally Effective,Sherry A. Southerland and Ellen M. Granger and Roxanne Hughes and Patrick Enderle and Fengfeng Ke and Katrina Roseler and Yavuz Saka and Miray Tekkumru-Kisa,2016
Becoming Racially Literate About Data and Data-Literate About Race: Data Visualizations in the Classroom as a Site of Racial-Ideological Micro-Contestations,"Thomas M. Philip, Maria C. Olivares-Pasillas and Janet Rocha",2016
Global trends in education: Russia case study,"I.A. Gurban and A.A. {Tarasyev, Jr.}",2016
"Robots, Programming and Coding, Oh My!",Eugene Geist,2016
Unravelling Data Journalism,Eddy Borges-Rey,2016
Special issue on educational robotics,Dimitris Alimisis and Michele Moro,2016
Learning sorting algorithms through visualization construction,Ibrahim Cetin and Christine Andrews-Larson,2016
Developing classroom formative assessment in dutch primary mathematics education,"M. van den Berg, E. G. Harskamp and C. J. M. Suhre",2016
Instructional supports for students with disabilities in K-5 computing: Findings from a cross-case analysis,Melinda R. Snodgrass and Maya Israel and George C. Reese,2016
"RoboCupJunior for promoting STEM education, 21st century skills, and technological advancement through robotics competition",Amy Eguchi,2016
Advancing students’ computational thinking skills through educational robotics: A study on age and gender relevant differences,Soumela Atmatzidou and Stavros Demetriadis,2016
Abstracts of the 5th Vancouver International Conference on the Teaching of Psychology,Sin Valor,2016
Migration of the Individuals,Viacheslav E. Wolfengagen and Larisa Yu. Ismailova and Sergey V. Kosikov and Irina A. Parfenova and Mikhail Yu. Ermak and Vasiliy D. Petrov and Ilya A. Nikulin and Victor A. Kholodov,2016
Investigating the Impact of NGSS-Aligned Professional Development on PreK-3 Teachers’ Science Content Knowledge and Pedagogy,"Nicole Tuttle, Joan N. Kaderavek, Scott Molitor, Charlene M. Czerniak, Eugenia Johnson-Whitt, Debra Bloomquist, Winnifred Namatovu and Grant Wilson",2016
Index,Sin Valor,2016
 Air Toxics Under the Big Sky: examining the effectiveness of authentic scientific research on high school students’ science skills and interest,"Tony J. Ward, Naomi Delaloye, Earle Raymond Adams, Desirae Ware, Diana Vanek, Randy Knuth, Carolyn Laurie Hester, Nancy Noel Marra and Andrij Holian",2016
Introductory Physics for the Life Sciences (IPLS),Peter H. Nelson,2016
Comparing international curriculum systems: the international instructional systems study,"Brian Creese, Alvaro Gonzalez and Tina Isaacs",2016
About the Contributors,Sin Valor,2016
A case study of undergraduate engineering students' computational literacy and self-beliefs about computing in the context of authentic practices,Alejandra J. Magana and Michael L. Falk and Camilo Vieira and Michael J. Reese,2016
Visual programming languages integrated across the curriculum in elementary school: A two year case study using “Scratch” in five schools,José-Manuel Sáez-López and Marcos Román-González and Esteban Vázquez-Cano,2016
"Digital Games, Design, and Learning: A Systematic Review and Meta-Analysis",Douglas B. Clark and Emily E. Tanner-Smith and Stephen S. Killingsworth,2016
Robotic Construction Kits as Computational Manipulatives for Learning in the STEM Disciplines,Florence R. Sullivan and John Heffernan,2016
Promoting field trip confidence: teachers providing insights for pre-service education,Armağan Ateşkan and Jennie F. Lane,2016
Automated Thinking and the Limits of Reason,Luciana Parisi,2016
Lessons Learned from Teaching Scratch as an Introduction to Object-oriented Programming in Delphi,"Sukie van Zyl, Elsa Mentz and Marietjie Havenga",2016
Taking Stock: Existing Resources for Assessing a New Vision of Science Learning,Alicia C. Alonzo and Li Ke,2016
An empirical basis for the use of design patterns by architects in parametric design,Rongrong Yu and John S Gero,2016
Science Teachers’ Misconceptions in Science and Engineering Distinctions: Reflections on Modern Research Examples,Allison Antink-Meyer and Daniel Z. Meyer,2016
Place-making in higher education: co-creating engagement and knowledge practices in the networked age,Teresa Swist and Andreas Kuswara,2016
Ubiquitous Citizen Programming,Dave Mason,2016
A Hub for STEM Learning,Julie H. Yu and Sara C. Heredia,2016
"Development, Implementation, and Outcomes of an Equitable Computer Science After-School Program: Findings From Middle-School Students","Chrystalla Mouza, Alison Marzocchi, Yi-Cheng Pan and Lori Pollock",2016
Design Principles for Thriving in Our Digital World: A High School Computer Science Course,George Veletsianos and Bradley Beth and Calvin Lin and Gregory Russell,2016
An Exploration of Three-Dimensional Integrated Assessment for Computational Thinking,Baichang Zhong and Qiyun Wang and Jie Chen and Yi Li,2016
"Wildfire, water, and society: Toward integrative research in the “Anthropocene”",Alicia M. Kinoshita and Anne Chin and Gregory L. Simon and Christy Briles and Terri S. Hogue and Alison P. O’Dowd and Andrea K. Gerlak and Alejandra Uribe Albornoz,2016
A Call for Computational Thinking in Undergraduate Psychology,Nicole D. Anderson,2016
The impact of social factors on pair programming in a primary school,Baichang Zhong and Qiyun Wang and Jie Chen,2016
"Environmental Systems Simulations for Carbon, Energy, Nitrogen, Water, and Watersheds: Design Principles and Pilot Testing","Christopher Lant, Blanca Pérez-Lapeña, Weidong Xiong, Steven Kraft, Rhonda Kowalchuk and Michael Blair",2016
Teaching and Learning Data Visualization: Ideas and Assignments,Deborah Nolan and Jamis Perrett,2016
"Relationships among tasks, collaborative inquiry processes, inquiry resolutions, and knowledge outcomes in adolescents during guided discovery-based game design in school",Rebecca B. Reynolds,2016
Gaming in Second Life via Scratch4SL: Engaging High School Students in Programming Courses,Nikolaos Pellas and Efstratios Peroutseas,2016
Getting to the CoRe of it: A review of a specific PCK conceptual lens in science educational research,Louise Lehane and Adam Bertram,2016
"Big data, organizational learning, and sensemaking: Theorizing interpretive challenges under conditions of dynamic complexity",Thomas Stephen Calvard,2016
None But Ourselves Can Free Our Minds: Critical Computational Literacy as a Pedagogy of Resistance,Clifford H. Lee and Elisabeth Soep,2016
Evolutionary Domains for Varying Individuals,Viacheslav E. Wolfengagen and Larisa Yu. Ismailova and Sergey V. Kosikov and Viacheslav V. Navrotskiy and Sergey I. Kukalev and Alexander A. Zuev and Polina V. Belyatskaya,2016
Introduction: Thinking through the politics of the smart city,Alan Wiig and Elvin Wyly,2016
"Political computational thinking: policy networks, digital governance and ‘learning to code’",Ben Williamson,2016
Data-Mining Opportunities for Small and Medium Enterprises with Official Statistics in the UK,Shirley Y. Coleman,2016
A robust house price index using sparse and frugal data,"Phil Maguire, Robert Miller, Philippe Moser and Rebecca Maguire",2016
Concordance in the Crowdsourcing Activity,Viacheslav E. Wolfengagen and Larisa Yu. Ismailova and Sergey Kosikov,2016
The impact of peer collaboration on teachers’ practical knowledge,"Martha Witterholt, Martin Goedhart and Cor Suhre",2016
"Pedagogic transformation, student-directed design and computational thinking",Michael Vallance and Phillip A. Towndrow,2016
Editorial,Steve Charlton and Karen Ryder and Jacqui Taylor,2016
Weaving Codes/Coding Weaves: Penelopean Mêtis and the Weaver-Coder’s Kairos,Emma Cocker,2017
Chapter 21 - Conclusion and outlook,David B. Kirk and Wen-mei W. Hwu,2017
Using the Practice of Modeling to Support Preservice Teachers’ Reflection on the Process of Teaching and Learning,"Laura Zangori, Patricia J. Friedrichsen, Eric Wulff and Andrew J. Womack",2017
Educational Robotics intervention on Executive Functions in preschool children: A pilot study,Maria Chiara {Di Lieto} and Emanuela Inguaggiato and Emanuela Castro and Francesca Cecchi and Giovanni Cioni and Marta Dell’Omo and Cecilia Laschi and Chiara Pecini and Giacomo Santerini and Giuseppina Sgandurra and Paolo Dario,2017
"Entertainment, engagement, and education: Foundations and developments in digital and physical spaces to support learning through making",Michail N. Giannakos and Monica Divitini and Ole Sejer Iversen,2017
Assessing the educational value of one-to-one devices: have we been asking the right questions?,Marte Blikstad-Balas and Chris Davies,2017
"On Enthusing Students About Big Data and Social Media Visualization and Analysis Using R, RStudio, and RMarkdown",Julian Stander and Luciana Dalla Valle,2017
The Role of Bilingualism in Shaping Engineering Literacies and Identities,Erika Mein and Alberto Esquinca,2017
Computational communities: African-American cultural capital in computer science education,Michael Lachney,2017
Future Directions and a Roadmap in Digital Computational Humanities for a Data Driven Organization,Shalini Upadhyay and Nitin Upadhyay,2017
Intrusion of software robots into journalism: The public's and journalists' perceptions of news written by algorithms and human journalists,Jaemin Jung and Haeyeop Song and Youngju Kim and Hyunsuk Im and Sewook Oh,2017
